movie,review,sentiment
tt0111161,shawshank redempt written direct frank darabont adapt stephen king novella rita hayworth shawshank redempt star tim robbin morgan freeman film portray stori andi dufresn robbin banker sentenc two life sentenc shawshank state prison appar murder wife lover andi find tough go find solac friendship form fellow inmat elli red red freeman thing start pick warden find andi prison job befit talent banker howev arriv anoth inmat go vastli chang thing themther fanfar bunt put releas film back 94 titl didnt give much inkl anyon columbia pictur unsur market shawshank redempt bare regist box offic howev come academi award time film receiv sever nomin although none stir interest film home entertain releas rest say histori film final found audienc saw film propel almost mythic proport endear modern day classic someth delight fan whilst simultan baffl detractor one thing sure though ever side shawshank fenc sit film continu gather new fan simpli never go away loos mythic statusit possibl simplic send hater film cinemat spasm implaus plot appar sentiment edg make nonsens prison life two chief complaint dislik film passion yet charact richli drawn movingli perform strike churlish human drama that deal hope friendship faith sentiment aspect inde act counterpoint suffer degrad shatter soul involv protagonist cosi prison life say chanc need human connect never need incarcer sure given quit terrif perform robbin never better freeman sublim make easi easiest thing world warm andi redthos support arent fare bad either bob gunton coil spring smarm warden norton jame whitmor heart achingli great birdman shawshank clanci brown menac antagonist capt byron hadley william sadler amus heywood mark rolston impress vile bog diamond there roger deakin lush cinematographi camera grace glide prison offer almost ether hope charact ye music ping conjunct emot flow movi thoma newman score mostli piano base dovetail neatli andi state mind excel select soundtrack rang like hank william gorgeou le nozz di figaro mozartif love shawshank love last lifetim everi view bring array emot anger revil happi sad inspir warmth reduc harden misti eye wonder els though shawshank offer hope charact movi better life better world us 1010,positive
tt0111161,wonder film high rate quit liter breathtak say hasnt said much stori act premis movi make feel sometim watch film cant rememb day later film love youv seen dont forgetth ultim stori friendship hope life overcom adversityi understand mani class best film time isnt mine get havent seen havent seen time need watch amaz 1010,positive
tt0111161,im tri save money last film titl consid borrow rent shawshank cost five buck plunk 25 titl youll wind go back gem time time one movi truli timeless entertain move matter mani time view itforget other includ might suggest youll discov shawshank redempt watch youll identifi someth person life scene charact moment uncompl movi need hope youll look shawshank want believ overcom even greatest obstacl shawshank uplift way cant find movi today liken film kind spiritu awaken cours go church mosqu find enlighten faith human place worship open certain day time need affirm last bond friendship prevail dire circumst shawshank give make grown men like cri still wonder whether shawshank truli meant view privaci home person experi realli make look inward nomin seven best film never one singl oscar iron innoc man wind surround corrupt legal system shawshank similar charact andi dufresn prejudg classic film critic couldnt get past titl public follow suit initi dismiss shawshank fail box offic like wonder life citizen kane could whither away store shelv like andi dufresn could cell charact prevail andi shawshank stay true movi right popular film time anyon yet watch shawshank may jade movi film titl 212 hour movi set insid wall prison manag tap soul wide rang peopl shawshank one explos wonder even singl special effect digit enhanc frame everi aspect shawshank fit togeth act top bit part music score edit photographi stori open credit final scene involv includ town mansfield ohio shawshank actual film play role perfectli shawshank must see must titl,positive
tt0111161,movi ordinari hollywood flick great deep messag movi foundat kept built foundat hopeoth messag movi act phenomen tim robbin gave one greatest perform ever inspir intellig posit perform made smile robbin play andi dufresn wrong convict murder wife lover get life sentenc yet never give hope becom friend elli boyd red red play morgan freeman freeman give finest perform career unlik robbin lost hope deep regret crime commit way deflect pain away tri feel anyth friendship andi learn without hope dream noth andi also becom friend rest red group jame whitmor also gave great perform brook halten get prison parol word red institution direct frank darabont magnific kept movi great steadi pace along write great cinematographi portray prison life horrifi way term physic pain stress pain ware mental inmat deserv second chanc whatev dont listen peopl say movi overr one inspir greatest movi ever everyth could possibl want,positive
tt0111161,oscar year shawshank redempt written direct frank darabont novella rita hayworth shawshank redempt stephen king nomin seven academi award walk away zero best pictur went forrest gump shawshank pulp fiction happi nomin cours hindsight 2020 histori look back gump good film pulp redempt rememb alltim best pulp howev success word go make huge splash cann make writerdirector american master two film andi dufresn co success didnt come easi fortun failur wasnt life sentenceaft open 33 screen take 727327 25m film fell fast theatr finish mere 283m reason failur mani firstli titl clunker icon fan today 1994 peopl knew care shawshank dvd tim robbin laugh recount fan congratul rickshaw movi marketingwis film nightmar prison drama tough sell women stori love two best friend doesnt spell winner men worst movi slow molass desson thomson write washington post wander subplot everi opportun ignor abund narr exit point settl final weak make film strongfirstli set open aerial shot prison total eyeopen amaz piec architectur strong gothic design immedi prison becom charact cast shadow film tall stone wall stretch everi shot tower men contain blot memori outsid world andi robbin hold onto hope music sandi beach zihuatanejo here need say need dont forget forget place world arent made stone there there there someth insid that cant touch red morgan freeman doesnt think much andi first pick tall glass milk silver spoon ass first new fish crack andi say word lose bet red resent time two get know quickli becom best friend one film major strength mani movi love mani flick sidekick hero shawshank one think look honestli love two best friend seem odd hollywood would skip relationship time feel weigh much everyon day day live perhap sentiment seem convent shawshank core friendship hit right note film much better itit pace deliber well spend film watch actor easi forget movi timelin span well 20 year huge measur time would pass slowli realiti would amplifi prison film lack interest moment still know go mere intend take sweet time get pay well tedium prison life make climax much exhilar anyon see moment never forgottenwith theme faith hope definit religi subtext found quiet selfless carefre andi obviou christ figur warden norton bob gunton obvious model richard nixon day close personifi satan come arent look subtext movi speak anyon search hope compel drama move film perfectli written act shot dont come much better thisoveral score 9810 shawshank redempt serv messag hope hollywood well film memori prove life box offic best forrest fiction ran sole strong word mouth becam hottest rent film 1995 current sit 2 imdb top 250 film occasion swap spot godfath top rank film time redempt inde havent seen yet hell wait andi say come simpl choic realli either get busi live get busi die,positive
tt0111161,one finest film made recent year poignant stori hope hope get that make film like movi tell lesson life film peopl talk 50 even 100 year also stori freedom freedom isol rule bigotri hate freeman robbin majest perform learn relationship strong feel first moment make contact one anoth also wonder perform legend jame whitmor brooksh shine time go back world find world grew fast never even got chanc blink stephen king stori brought screen great eleg excit extraordinari motion peopl talk 50 100 year,positive
tt0111161,shawshank redempt without doubt one best film ever made definit best film 1994 ye better lion king realli like enthral power move confess didnt understand first saw lot happen film seen three time serious hope ignor film first releas recognis great film realli dialogu extrem wellwritten line realli stick mind cinematographi music gorgeou prison like charact domin film script true element stephen king admit huge king fan usual dont like coars languag book book like good accept languag repres brutal rebellion shown perfectli film battl accept suppos inmat superiorslik scene warden yell coars languag new inmat line row beginningth act except huge familiar tim robbin great job demand role best perform howev come morgan freeman red serious rob oscar lost tom hank forrest gump freeman remind strongli style act remind sean conneri suav yet charismat act isnt vocal rang depth freeman certainli short freeman brilliant could best perform scene inmat listen mozart aria speaker beauti profound moment actual cri brook death scene rare king adapt translateto screen well larg scale author book except shine like dreamcatch genuin memor number flaw prevent class outstand like thinner tommyknock border unwatch conclus shawshank brilliant film worthi credit deni solong 1010 cours bethani cox,positive
tt0111161,miseri stand best adapt one add shawshank listthi simpli one best film ever made know first say certainli wont last stand imdb true baromet 3 date im sure could number 1 ill skip normal prais film know great let perhap add find fascin shawshank stephen king wrote itk one best writer world book like castl rock seri greatest stori ever told best adapt alway done best director shine brilliantli interpret kubrick cours aforement miseri stand rob reiner frank darabont come onto scene make arguabl best king film ever seem understand king want say convey beauti make film one best ever made messag convey one etern hope andi dufresn play tim robbin sent prison crime commit never lose hope never give quest becom free man year tenac patienc wit keep sane give mind spirit live film differ feel never anyth like dont know againim go say film alreadi said suffic say glad forrest gump best pictur 94 would equal glad pulp fiction shawshank would good movi one appreci year come,positive
tt0111161,ive lost count number time seen movi 20 one best movi ever made made take notic morgan freeman tim robbin like never notic actor beforei young age huge fan anyth stephen king write alreadi read short stori movi base year prior see movienot everyth stephen king written get turn movi come well close perfect get everyth could ever want moviesometh outstand fact real action special effect gimmick 99 movi men prison uniform talk yet absolut hook almost begin glu screen endfor realli make film one best messag etern hope convey throughout never ever give hope attitud main charact well convey tim robbin end spine tingl everi time see matter mani time seen itbrilli brilliant movi must see everyon,positive
tt0111161,two imprison men tim robbin morgan freeman bond number year find solac eventu redempt act common decencyi greatest film time imdb would believ despit box offic flop bare recoup budget film receiv multipl award nomin outstand review critic act stori realism sinc success cabl televis vh dvd blurayand deserv prais seem grow year twenti year old film age day instead seem get better tim robbin best role fine perform alway wonder morgan freeman,positive
tt0111161,base novella stephen king better even green mile goe show dont need supernatur element prison stori set enough carri film shawshank often show best film time variou movi list includ imdb whilst dont necessarili agre good film inde near flawless facteveri technic element film spoton direct music edit act morgan freeman deliv best ever perform whilst tim robbin show us great charact actor even better genr fan like see act favourit like clanci brown william sadler brian libbi jame whitmor appear film togeth play stock good bad guy role everi actor great script stick close king write nighon perfect emot thrill drama triumph human spirit present movi one greatest prison flick ever,positive
tt0111161,best movi histori best end entertain busi,positive
tt0111161,shawshank redempt great perform extrem well written script stori lead deepli emot climax one best drama time,positive
tt0111161,whenev talk movi friend even refer titl rather movi say movi friend know exactli im talk fact main reason friend dont refer titl movi great feel worthi enough say name vain still rememb first time saw shawshank redempt friend mine went see one budget theater summer 1995 none us realli knew anyth movi heard pretti good real expect saw final credit roll light came theater us sat jaw hang floor turn head toward friend bob said greatest movi ever seen entir life there realli way put word everi moment movi captiv inspir believ one true thing life hope movi sad uplift inspir harsh cold funni right time jawdrop heartwarm time get chill everi time watch film film contain greatest end take place last 30 minut soin movi histori come togeth incred uplift also mention music movi nearli flawless well soundtrack must buy music fan bad thing movi fact know never see better movi matter mani may see ive seen mani movi past year mani excel film howev everi time walk theater turn friend famili member saw say great movi wasnt nearli good know mani movi past year thought would realli move might one day call favorit time theyv fallen far short shawshank redempt yet see movi pleas run video store immedi your guarante find employe pick section isnt section tell employe someth serious wrong seen movi go see havent bought copi yet buy one fact buy two put one fireproof safe case emerg want 110 rate give 13,positive
tt0111161,shawshank redempt without doubt one brilliant movi ever seen similar green mile mani respect better almost two movi shown us stephen king master horror also prose shake soul move heart plot averag king great thing novella further direct act toprat almost scarytim robbin play andi dufran wrongli imprison 20 year murder wife stori focus andi relationship red red morgan freeman probabl best role attempt escap shawshank bob gunton posit evil frighten warden norton great perform cameo around promin one gil bellow late billi alli mcbeal tommi fellow inmat andi suffer iron nortonif havent seen movi go rent disappoint posit best movi 90 one top 3 time movi spectacl move mind soul heart 1010,positive
tt0111161,never seen amaz film sinc saw shawshank redempt shawshank encompass friendship hardship hope dream great movi move give hope even though circumst charact viewer quit differ dont feel far remov charact go throughit simpl film yet everlast messag frank darabont didnt need put kind outlandish special effect get us love film narrat act movi didnt win seven oscar beyond dont let sway see film let rank imdb top 250 list sway let friend recommend movi sway youset asid littl two hour tonight rent movi final understand everyon talk understand time favorit movi,positive
tt0111161,hollywood usual creat thing entertain purpos creat art creat someth natur director must approach meticul manner due delicaci process daunt task requir extrem capabl artist undeni manageri capac acut develop awar element art film promin music visual script act element equal import must succeed independ yet still form harmoni union mixtur determin fate artist opu though alreadi well known amongst colleagu notabl skill write direct frank darabont emerg featur film directori debut shawshank redempt prove alreadi master craft darabont manag creat one recogniz independ releas histori hollywood shawshank redempt defin genr defi odd compel emot bring era artist influenti film back hollywoodth stori begin trial young banker andi dufrens victim circumstanti evid result convict murder wife lover quick convict andi find serv life sentenc shawshank prison hope parol exist prison appear keep mind free drab wall around abil result gain respect fellow inmat elli red elli commonli refer red find gain use entrepreneuri spirit within drab wall shawshank deal contraband commod rare confin prison andi demeanor undeni sens hope caus red take deeper look world around andi prove red inmat convent wall shawshank prison convent find home lifestylebi creat film firm foundat meticul chisel screenplay pave way film success frank darabont outdo phenomen adapt stephen king equal noteworthi novella rita hayworth shawshank redempt novella king demonstr break free genr domin still creat marvel piec modern literatur though film mirror novella mani way darabont illustr focus object improv upon area novella came short result one best book film transit everwhil maintain poetic move dialogu novella darabont also prove film score gener great deal emot respons audienc dialogu employ cun thoma newman son legendari hollywood compos alfr newman darabont show recognit film need employ newman make gentl piano chord whisper softli viewer part script dialogu newman lend individu tend drive toward uniqu realm score composit effort shawshank go unnot score receiv oscar nomin 1995 uniqu independ newman score never intrud concentr distract filmwith work vast array talent scene design costum design compos cinematograph variou hollywood artist cast shawshank redempt strong foundat work marvel cast film dazzl convinc perform wit film tim robbin morgan freeman shine andi red respect true spectacl act lie within plethora amaz support actor easili disappear role notic veteran film star jame whitmor portray elderli brook hatlen brook man incarcer unment crime long find attach shawshank daili life lead actor show true dedic art focus purpos motiv creat convinc set never cater anyth unbelievablewith aesthet touch attent cinemat detail beauti part film lie within themat materi focu human desir abstract concept like hope freedom theme concern thing human spirit undoubtedli yearn seem intric woven plot easili draw audienc stori though full harden crimin heart go men display basic human emot deliv quotabl line film date like great novel film manag succeed greater thing simpli entertain audienc darabont tell stori master illustr principl inspir audienc think leav us poignant film power messag hope redempt someth seekthi film manag redeem hollywood eye peopl fear long lost dark sea clich predict darabont show us artist still work hollywood studio product facil artist show capabl produc art real art inspir look deeper aspect life world around shawshank redempt deliv muchneed breath fresh air anyon realiz capabl film prove master craft still live earth still bless us timeless masterpiec never forget,positive
tt0111161,none usual otherworld creatur popul work stephen king found shawshank redempt real world main prison bizarr rule there whole new realiti within wallsin tradit cool hand luke birdman alcatraz come tim robbin banker outsid caught wife cheat golf pro countri club he convict put eight bullet four apiec tri sentenc two consecut life term shawshank prison like luke bob stroud work rehabilit rebel prison systemh may con robbin still knowledg financ pretti soon he made quit invalu warden rest staff prison time cell block scrounger morgan freeman develop close person relationship end beat system uniqu wayther classic prison film made ever sinc big hous dawn talki two ive alreadi mention favorit prison film robert redford brubak shawshank redempt come pretti close green mile also direct frank darabontdarabont got oscar nomin film morgan freeman best actor shawshank redempt flock oscar nomin 1994 coupl good perform jame whitmor institution con 50 year parol cant make outsid break heart gil bellow play fresh rather likabl young con run afoul wardenspeak bob gunton warden posit chill corrupt would go back way jame cagney classic mayor hell dudley digg warden boy reformatori find warden sanctimoni corrupt gunton man give bibl inmat hope read good book improv moral fiber convict time he rake money everi way rather special punish mete robbinsth shawshank redempt may monster worldli creatur normal character stephen king stori world shawshank prison bizarr enough normal person see wonder craft act film,positive
tt0111161,well guess im littl late parti far write review pictur ive seen coupl time becam regular contributor imdb first discov site year ago godfath number 1 spot sinc film trade place first second shawshank maintain top spot time puzzl bit watch tonight ive come away pictur new found appreci favorit movi tend stori underdog way shape form person top ten list includ titl like waterfront kill mockingbird one flew cuckoo nest may reconsid list infrequ exercis one dont mind everi situat warrantoveral film darn near perfect know pretti clich state way analyz dialog charact direct tone movi pictur flow flawlessli even detour side stori like brook hatlen releas new prison tommi introduct late pictur everi setup everi nuanc import eventu converg symbol andi quest escap person redempt rememb brook feed jake first time eventu set free receiv pardon andi play mozart prison yard settl back smile content face stori transcend one man confin crime didnt commit focus instead reaction circumst beyond control paul newman show us differ way react kind condit 1967 cool hand luke method self destruct andi dufresn tim robbin never lose abil keep eye prize even take coupl decad sobut even stori elli boyd red morgan freeman convict see andi person time inspir rest prison call friend andi come understand even prison man live life term keep mind unclutt thought desper hopeless bad convict start believ hope drive man insanei realli cant recommend pictur highli enough master stori tell technic execut actor even portray minor charact seemingli born role deliv seamless perform that virtual unmatch modern film pictur hit right note inspir messag disciplin persever,positive
tt0111161,shawshank redempt 1994 4an innoc man tim robbin sent prison murder charg bond anoth man morgan freeman serv life sentenc rememb see first releas theater walk think masterpiec appar other couldnt bother see sinc box offic result low theater time year reput film grown write current 1 imdb certainli wouldnt call greatest film ever made certainli one think insult call prison movi much film friendship hope two thing play major part mani movi cant think mani film payoff larg make film work well director durabont take time tell stori take place twenti year anoth wonder thing director realli make twenti year pass believ manor film jump time feel cheap rush that case wonder screenplay let us get know two main charact also support charact well written realli bring magic life perform downright brilliant id argu see greatest ensembl act right film robbin freeman terrif togeth realli make one memor friendship movi histori way robbin walk talk perfectli done love way freeman say narrat walk around didnt care world freeman give anoth wonder perform what realli great narrat add tell us stori jame whitmor terrif elderli convict clanci brown bob gunton make excel villain wont spoil end anyon final twentyminut time breathtak beauti messag hope ring louder movi,positive
tt0111161,pasto colombiavia l ca cali colombiaorlando fl toni kiss castillo facebookif never seen shawshank review aim primarili suppos must quit difficult fathom anyon real interest cinema could manag avoid see 20 year sinc releasein perfect world shawshank movi choic serendipit confluenc divers inspir element except prove murphi law rule look imdb breakdown analysi vote everi area human activ alway 2 shawshank except precis 2 voter rate shawshank 1 star invit checkin cultur recur undercurr nightmar scenario longterm wrong imprison make univers scenario perhap cultur spoiler point clearli establish open 5 minut shawshank ultim blackwhit bromanc yet uniqu morgan freeman charact red anyth predestin untim end sidekick entir film liter narrat red perspect anyth red mainman prison statu give bit domin role relationship interact charact clearli 2 equal gradual morph one lifelong best budsi cant help wonder cast crew midst make shawshank imagin magnitud cinemat mileston involv box offic result rather jawdroppingbut neg sens open weekenda starkli paltri posit 144 among 1994 releas 750k u overall1994 box offic even make top 50 shawshank occupi lacklust spot 51 exact 28 million taken inmi initi interest piqu theatric trailer go wife rather avid moviego saidhmmmm prison dramawhat titl hear respond shaw thank pass well needless say first view awe complet unmitigatedso insist drag along day later second view wife becam instant shawshank believ categor film lifetim top 5 favorit seen numer time perhap shawshank got inauspici box offic start reason almost result wife go see 1994i could liter write volum movi cours highlight interestingli 7 oscar nomin zer0 win amazingli bad luck compet mighti feelgood classic forrest gump steamrol year 6 oscar 1 box offic 330 million 12x shawshank wonder academi member take would today look 7 categori nomin one exquisit superb singl golden statuettewowa far suspens disbelief concern selfcontain total insul prison environ isnt much stretch imagin oldtesta thump warden anoint almost godlik power stranger thing happen ye one odd twist one think illeg immigr mexico central america usa invari rout come mindnot opposit rightdespit seen shawshank least 15 time never ceas mesmer real critiqu think andi would magician end least seamlessli cant go detail without tread spler territori youll figur shawshank truli film ages10 star enjoydisfrutelaani comment question observ english en espaol welcom,positive
tt0111161,shawshank redempt best pictur 1994 stori banker andi dufresn tim robbin get fals convict murder sent hellish shawshank prison movi beyond amaz prison andi meet elli boyd red red morgan freeman imprison mani year earlier red get andi poster rita hayworth next twenti year andi experi horror one would expect jail beat guard rape inmat never give hopethi movi like carri shine dolor claiborn green mile heart atlanti goe show great author stephen king think horror think spooki horror shawshank redempt differ kind person horror pure geniu hope come year movi recogn masterpiec cant believ oscar,positive
tt0111161,one favorit movi everth shawshank redempt modern day classic tell stori two inmat becom friend find solac year movi take placebas stephen king novelthi movi make us feel differ watch film other incred realist filmtim robbin star andi dufresn convict murder morgan freeman elli boyd red red fellow inmat close friend dufresn bob gunton warden samuel norton warden shawshank state prison charact mix feel emot toward everyon around charact sometim easi like time easi despisethi film easili consid one greatest film time definit agre factit nomin seven academi award includ best pictur best actor morgan freeman best adapt screenplay best cinematographi best edit best origin score best sound didnt win due tough competit film forrest gumpi person think tim robbin nomin best actor award realli gave perform careerbravo brilliant modern day classic,positive
tt0111161,outstand film deal prison seen sever prison mani social problem discuss pictur earn welldeserv best pictur oscar nomin certainli tie winner equal good forrest gumptim robbin morgan freeman etch unforgett perform prison charg murder film show prison life subject deal prison surviv brutal corrupt ultim redempt well showna corrupt insan warden invok religion justifi action mr gunton give worthi performancethi film rare power jame whitmor equal memor prison unabl adjust outsid parol follow 50 year stint show peopl incarcer long period need sort readjust train rejoin societi whitmor freedom meant ultim doompolit also depict neg way gritti film memor view experi audienc,positive
tt0111161,reason becam member databas final found movi rank recogn true great movi nari word scene place entir thing everi element come togeth form exquisit stori cinema believ one reason movi underappreci peopl seen multipl time first view stori andi dufresn struggl maintain hope despit circumst howev realli movi red struggl find mean purpos final segment movi testifi fact final resolut stori come red face fear situat brook andi red find differ pathth path freedom lit hope andi dufresn,positive
tt0068646,godfath pinnacl flawless film first time view godfath earli teen astound film ever seen sinc stood alltim favourit film due look forward write review unforgett classic let start begin film open four word believ america crazi think simpl line becom reson quot sole due impact made entranc film threshold one mani renown quot litter film believ lot first take absorb life vito corleon brilliantli portray oscar win perform marlon brando vito fear man crimin mafioso respect famili man three son depict three excel actor jame caan john cazal al pacino well adopt child tom hagen play robert duval film follow vito attempt transfer crime empir reluct son michael graphic gruesom death scene ever seen 1970 film industri includ certain hors head godfath epitomis violenc use effect within film corleon greatest antihero ever seen screen whilst villain audienc refus accept fact coppola someth simpl audaci take guilt organis crime film rife beauti cinematographi memor music score wellpac action drama overal godfath one hollywood greatest critic commerci success get everyth right gangster flick overflow life rich emot subtl act bless amaz direct franci ford coppola arguabl unforgett masterpiec ever made,positive
tt0068646,past 1 pm finish watch franci ford coppola godfath probabl go bed late tomorrow wake bit earli earli enough postpon write line seen three time opportun share thought refresh insight much good offer sit bear methi film work well take place underworld embed even observ coppola put us straight smackdab center admittedli societi made crimin crimin also reason welcom surround inhabitantscoldblood murder men see crime like 9 5 job masquerad honor men mean men outsid would wit horrifi disturb manifest wellthought actionsbut goe even deeper revolv around corleon famili led vito corleon marlon brando honest men sit right edg peopl like fulli embrac world easi avoid conflict absolut necessari man defin moral principl scene begin daughter wed day one associ luca brasi lenni montana practic speech go give meet scene two funni almost ador could help sympath realiz feel warmth two mobster even mention lenni montana actual mob hitman actual nervou said lineth watch realiz incred complex ruthless societi power corrupt anyon come contact best exampl corleon youngest son michael al pacino return home sister wed war hero dress part longtim girlfriend kay adam dian keaton first avoid underworld necess firsthand exposur sheer devilish appeal natur draw get film chang shock everi outsid ever got close taint one way anoth surviv drawn well viewersinsid coppola expos famili us fulli bold person approach wit everi discuss everi method calcul choic crime done simpli natur busi put chair alongsid easili relat us good guy rival famili bad guy greatest feat film manag pull offset apart good guy bad guy world fill bad guysthi film unmatch subtleti movi sustain good film done precis attent complet mani layer probabl miss mayb never notic felt director franci ford coppola partner crime poor choic word sorri mario puzo noth short timeless piec refer cinema whose influenc base reinvent wheel rather perfect absolut maximummost masterpiec rememb histor contribut citizen kane brought biggest stepup art form thing gone wind 2001 space odyssey godfath one film rememb simpli good possibl imagin greater achiev,positive
tt0068646,isnt beauti craft gangster film outstand famili portrait matter amaz period piec charact studi lesson filmmak inspir gener actor director screenwrit produc definit film 10 star 10favorit film imdbcomlistmkjokvqlsbslesserknown masterpiec imdbcomlistls070242495,positive
tt0068646,masterclass film make godfath contend best film time id argu case ultim gangster moviebefor panic thought film almost three hour long neednt wont even notic time fli byproduct valu incred look sublim whole way well produc roughli fifti year old put mani new film shamebrandon pacino castellano incred perform could add whole lot moreif your consid buy hard copi would recommend blu ray sharper dvd differencethi film huge influenc year still forev one greatest 1010,positive
tt0068646,one best film time absolut masterpiec godfath arguabl best gangster drama well set standard cinema,positive
tt0068646,tell movi famou tell movi parodi spin storylin tell one movi quot much answer cant movi much impact godfath ever sinc releasedth act simpli amaz els could say could appeal peopleeven today watch actor like al pacino marlon brando jame caan dian keaton talia shire robert duval like heaven someon fan movi movi brando abl bring back limelight perform godfath alon icon charact recreat much film almost alreadi becom clich perform though clich perform subtl breathtak genuin realist probabl definit genuin marlon brando al pacino perfect film well way start career charact depth display perfectli abl display innerbattl mind well battl famili friend enemi charact psycholog charact studi anyth els robert duval glue movi ad differ perspect everyth italian yet respect mafia charact man high author within corleon famili listen insight simpli perfect give film great balanc throughout rest cast ice caketh write phenomen breathtak mention movi quot even quot though make write perfect symbol mean went everi scene countless symbol messag line memor yet realist movi could getth direct coppola perfect well mani movi 3 hour yet maintain good level interest audienc like godfath coppola deserv credit symbol messag went everi scene also direct write movi well edit strung togeth word could come mind perfectionth cinematographi music perfect score movi one memor ever hear could identifi right away cinematographi actual realli drove movi godfath seem mystiqu give feel watch someth truli remarkableth hors head scene brando run groceri coffe shop scene ill give offer cant refus countless scene quot movi becom part cultur scene line recycl comedi commerci etc imposs avoid great godfath godfath like diseas see fall love dont know greatest movi ever definit icon film ever made,positive
